base,reform,reform_2,base,reform,reform_2,base,reform,reform_2
,,,,,,0.388129488,0.369358139,0.388129488
,,,,,,0.37404358,0.350134327,0.37404358
,,,,,,0.372616296,0.356744826,0.372616296
,,,,,,0.375758778,0.351937137,0.375762434
,,,,,,0.369546144,0.346591788,0.369546144
,,,,,,0.321190497,0.303333937,0.321190497
,,,,,,0.3173452,0.300896688,0.3173452
,,,,,,0.31788376,0.296025847,0.31788376
,,,,,,0.32025092,0.31149733,0.32025092
,,,,,,0.308415654,0.288179445,0.308415654
,,,,,,0.304156621,0.295131846,0.304145964
,,,,,,0.303167849,0.295501627,0.303167849
,,,,,,0.303334529,0.316819391,0.303312957
,,,,,,0.29999323,0.369989752,0.29999323
,,,,,,0.311268819,0.38717013,0.311268819
,,,,,,0.309786864,0.385842909,0.309786864
,,,,,,0.310833668,0.389238612,0.310833668
,,,,,,0.318461803,0.393740442,0.318461803
,,,,,,0.305509116,0.391058361,0.305509116
,,,,,,0.308311075,0.396214732,0.308311075
,,,,,,0.318722243,0.406144925,0.318710433
,,,,,,0.319637582,0.407620512,0.319637582
,,,,,,0.314290558,0.404571068,0.314284709
,,,,,,0.320440814,0.405231683,0.320481815
,,,,,,0.306666593,0.392296666,0.306666593
,,,,,,0.32210344,0.405267128,0.32210344
,,,,,,0.320937151,0.394895346,0.320941347
,,,,,,0.349281775,0.404646327,0.349281775
,,,,,,0.339858653,0.402861892,0.339842653
,,,,,,0.357775113,0.406975489,0.357775113
,,,,,,0.364951602,0.403075353,0.364951602
,,,,,,0.385631629,0.425327188,0.385619879
,,,,,,0.405717101,0.421333266,0.405717101
,,,,,,0.414779731,0.43697474,0.414779731
,,,,,,0.437290161,0.461131604,0.437290161
,,,,,,0.460936539,0.474027745,0.460936539
,,,,,,0.430679816,0.4463699,0.430679816
,,,,,,0.45800071,0.462689138,0.45800071
,,,,,,0.423085608,0.439889164,0.423085608
,,,,,,0.427502214,0.43322892,0.427502214
,,,,,,0.417160143,0.419302295,0.417160143
,,,,,,0.412103717,0.419095849,0.412103717
,,,,,,0.40968637,0.411121077,0.409859646
,,,,,,0.409680966,0.411959882,0.409680966
,,,,,,0.413846993,0.422498579,0.413817215
,,,,,,0.409780864,0.415301228,0.40976988
,,,,,,0.412419682,0.420344937,0.412419682
,,,,,,0.410020421,0.405999335,0.410020421
,,,,,,0.395459569,0.403650549,0.395459569
,,,,,,0.290483757,0.305953289,0.290483757
,,,,,,0.291954175,0.323764731,0.291954175
,,,,,,0.289599126,0.315490568,0.289599126
,,,,,,0.29733863,0.340378405,0.29733863
,,,,,,0.30756877,0.342617125,0.307537506
,,,,,,0.317202964,0.345947355,0.317202964
,,,,,,0.316610656,0.347640384,0.316610656
,,,,,,0.33380783,0.342449769,0.333814366
,,,,,,0.353633115,0.355977072,0.353547428
,,,,,,0.367944196,0.370571497,0.367339912
,,,,,,0.360050967,0.349089729,0.360567962
,,,,,,0.377337423,0.378199463,0.377373523
,,,,,,0.370678363,0.374415172,0.372110528
,,,,,,0.418882517,0.355644475,0.420193164
,,,,,,0.429404946,0.359950126,0.447637444
