,bea_ind_code,delta_c,z_c,z_c_d,z_c_e,rho_c,rho_c_d,rho_c_e,metr_c,metr_c_d,metr_c_e,mettr_c,mettr_c_d,mettr_c_e,assets_c,delta_nc,z_nc,z_nc_d,z_nc_e,rho_nc,rho_nc_d,rho_nc_e,metr_nc,metr_nc_d,metr_nc_e,mettr_nc,mettr_nc_d,mettr_nc_e,assets_nc,Industry,major_industry
13,3240,0.080819152705,0.648356122097,0.734446811706,0.616559987583,0.0649251397678,0.0304859726296,0.0814868473927,0.175666002547,-0.443286738283,0.288228691429,0.295768136678,-0.141393330528,0.375801887866,494266503.569,0.080819152705,0.658545098233,0.72907094828,0.634782672413,0.058603678308,0.0313616643025,0.0699169198928,0.166035372036,-0.40298676676,0.272508909371,0.227164689572,-0.00909461896386,0.272508909371,1.68301733496e+11,Petroleum and coal products,Petroleum and coal products
14,3250,0.0788956426935,0.599925589027,0.693508840574,0.566423055084,0.0665395580741,0.0313451278977,0.0834477521431,0.195666434387,-0.403726925078,0.304954315599,0.312854586376,-0.110108274169,0.39046966515,742881555.054,0.0788956426935,0.610790162427,0.687554633464,0.585548037007,0.0599858541565,0.0321835772524,0.0715249615832,0.185251331923,-0.367156909096,0.288864542107,0.244972126274,0.0166759138907,0.288864542107,3.25789118445e+11,Chemical products,Chemical products
15,3260,0.085236058635,0.643929188261,0.730168686473,0.612270426866,0.0652986768539,0.0307287913149,0.0819123541151,0.180381554749,-0.431881896985,0.291926100445,0.299796651968,-0.132374048741,0.379044384016,937301415.163,0.085236058635,0.654096306391,0.724762019057,0.63040162142,0.0589302675815,0.0315906244301,0.070278644417,0.170657171887,-0.392818305866,0.276253309548,0.2314477131,-0.00178097965241,0.276253309548,82698698584.8,Plastics and rubber products,Plastics and rubber products
16,3270,0.0819789429771,0.620842772929,0.71029341583,0.588584160768,0.0658577091107,0.0310065206317,0.0825970443884,0.187338874633,-0.419056350201,0.297795696814,0.305740318444,-0.122231231536,0.384191811185,549324918.423,0.0819789429771,0.631272976935,0.704624860804,0.607017577026,0.0594067661155,0.0318581419218,0.0708378614752,0.177309286919,-0.381122606207,0.281966800705,0.23761223041,0.00663112220872,0.281966800705,76156675081.6,Nonmetallic mineral products,Nonmetallic mineral products
17,3310,0.0768393631322,0.612799963956,0.705222860298,0.579299064213,0.0661787956301,0.0311535484007,0.083016476227,0.191281746813,-0.412359177647,0.30134350871,0.309108730072,-0.116934911766,0.387303115984,833086606.794,0.0768393631322,0.62361417442,0.699388057353,0.59845195383,0.0596760307629,0.0319998897082,0.0711678239431,0.181021355599,-0.375004739115,0.285295889517,0.241052205746,0.0110313823592,0.285295889517,1.59105913393e+11,Primary metals,Primary metals
18,3320,0.0886083231247,0.644230169914,0.730664988036,0.612454457704,0.0656286115786,0.0309395909131,0.0822975906757,0.184502022629,-0.422126107731,0.295240607607,0.30331678432,-0.1246588855,0.381951088864,538324503.129,0.0886083231247,0.654429992859,0.725251630412,0.630655336128,0.0592172589733,0.0317892938342,0.0706013760537,0.174676511125,-0.384113790936,0.279561686339,0.235172436167,0.00447972029481,0.279561686339,1.54559675497e+11,Fabricated metal products,Fabricated metal products
19,3330,0.0910279641097,0.631111141274,0.719681237372,0.598829565188,0.0660933259384,0.0311782426678,0.0828684494235,0.190235939255,-0.4112405394,0.300095507958,0.308215292452,-0.11605025995,0.38620866373,502868921.448,0.0910279641097,0.641508126007,0.714106025012,0.617299606899,0.0596136012954,0.0320181722154,0.071066518858,0.180163692254,-0.374219605789,0.284277081197,0.240257408826,0.0115960874822,0.284277081197,1.71800131079e+11,Machinery,Manufacturing
20,3340,0.112745249645,0.614907541263,0.704403257745,0.582996908717,0.0670452918802,0.031756199301,0.0839731162669,0.201733656471,-0.385556236846,0.30930275571,0.318037838706,-0.0957383629046,0.394283092406,4956799861.53,0.112745249645,0.625271101239,0.698694720498,0.601204421762,0.06044061146,0.0325660393928,0.0719964181408,0.191381529788,-0.351100742378,0.293521294257,0.250652982765,0.0282242704537,0.293521294257,3.04683200138e+11,Computer and electronic products,Computer and electronic products
21,3350,0.0787834617459,0.550972707535,0.652704337076,0.515451873083,0.0680906241517,0.0321200953017,0.0853659920805,0.213988700108,-0.369858949254,0.320572530273,0.32850737198,-0.0833244891473,0.404166283709,3725729631.21,0.0787834617459,0.56260637213,0.64614062073,0.535661264477,0.0613056250469,0.0329286046698,0.0730822957802,0.202791020562,-0.336224247619,0.304018356796,0.261226161829,0.038924150999,0.304018356796,48190270368.8,"Electrical equipment, appliances, and components","Electrical equipment, appliances, and components"
22,336M,0.0969433726939,0.657309617154,0.741601153162,0.626062177499,0.0658125233185,0.0311255694748,0.0824740233372,0.186780914919,-0.413628754188,0.296748265052,0.305263651207,-0.117938929996,0.383273250799,2360293317.51,0.0969433726939,0.667307984582,0.736348794553,0.643979242697,0.0593870376927,0.0319600860232,0.0707670081513,0.177035988386,-0.376717195569,0.281247891708,0.237358964564,0.0097997024645,0.281247891708,1.63287706682e+11,"Motor vehicles, bodies and trailers, and parts","Motor vehicles, bodies and trailers, and parts"
23,336O,0.0916239824837,0.595853114003,0.688153838458,0.563327379656,0.0667433969215,0.0314985267729,0.0836512692487,0.198122923487,-0.396890728169,0.306645308303,0.314953174934,-0.104702009876,0.391952605584,260975623.302,0.0916239824837,0.606463673829,0.68222481007,0.581858366028,0.060169788306,0.032327870518,0.0717131134052,0.187741952342,-0.361054696612,0.290730329628,0.247280185082,0.0210649145047,0.290730329628,1.13005024377e+11,Other transportation equipment,Other transportation equipment
24,3370,0.0787677347167,0.562676423996,0.661504234436,0.528141703848,0.0677340645028,0.0319863289172,0.0848908253014,0.209851049205,-0.375587680407,0.316769511969,0.324972560103,-0.0878549371562,0.400831171971,391401515.369,0.0787677347167,0.573980640783,0.655127118745,0.547794489981,0.0610093762768,0.0327964766142,0.0727113946521,0.198919940507,-0.341607530517,0.300468151524,0.257638830598,0.0350522386378,0.300468151524,19270598484.6,Furniture and related products,Furniture and related products
25,338A,0.0847742429614,0.582816226686,0.678668245661,0.548924762749,0.0675405212166,0.0319465896398,0.084623801862,0.207586808098,-0.377298813303,0.314613634417,0.32303820978,-0.089208151056,0.398940544066,764737620.972,0.0847742429614,0.59385924426,0.672524744903,0.568241185038,0.0608530095519,0.0327536335488,0.0725074404591,0.196861500568,-0.343362406937,0.29850045755,0.255731273591,0.0337900482917,0.29850045755,66933262379.0,Miscellaneous manufacturing,Miscellaneous manufacturing
26,4200,0.113881653058,0.618935460929,0.70701844175,0.587595398856,0.0664003696327,0.031251884413,0.0832759376317,0.193980390531,-0.407915101008,0.303520300707,0.311414192299,-0.113420406088,0.389212085114,943526374.961,0.113881653058,0.629120045992,0.701390475531,0.605474097109,0.0598659637138,0.032096632478,0.0713863374263,0.183619677266,-0.370860324057,0.287483597842,0.243460071337,0.0140122422168,0.287483597842,5.70639473625e+11,Wholesale trade,Wholesale trade
27,44RT,0.0611511371,0.5074419177,0.614912996934,0.470898176657,0.0675948654828,0.0315065695179,0.0849461196483,0.208223884791,-0.396534141078,0.317214250161,0.323582466973,-0.104420010384,0.401221191541,11267255891.7,0.0611511371,0.519533359178,0.60787267556,0.491618128599,0.0608323434102,0.0323699083162,0.0726562467342,0.196588656006,-0.359287136996,0.299937189264,0.255478428441,0.0223362272066,0.299937189264,1.19394774411e+12,Retail trade,Retail trade
28,4810,0.0749381856252,0.741031804093,0.808019768796,0.715272473032,0.059285339052,0.0271580998234,0.0747573256749,0.0972472983064,-0.620142804027,0.224156302056,0.228774720929,-0.281256275672,0.319612682141,1240241362.62,0.0749381856252,0.749156738329,0.803935662436,0.730112882154,0.0537376647138,0.028207473818,0.0643485872291,0.0905188188261,-0.559870277071,0.209556285592,0.15718347348,-0.121932679742,0.209556285592,2.32779758637e+11,Air transportation,Air transportation
29,4820,0.0314835397268,0.733396290121,0.81286410259,0.701281814076,0.0562869153363,0.024854552345,0.0716094404593,0.0491573453575,-0.770299436062,0.190050925855,0.1876912799,-0.400004528389,0.289703480714,2549071660.75,0.0314835397268,0.743374174984,0.808218547008,0.719866153648,0.0510533361846,0.0260539890401,0.0615384413207,0.0426992939156,-0.688800894646,0.173460763474,0.112869103135,-0.214665694406,0.173460763474,3.96526928339e+11,Railroad transportation,Railroad transportation
30,4830,0.0724878938037,0.718242819473,0.797308920641,0.686805725348,0.0615343624684,0.0284134592384,0.0775530432206,0.13024206552,-0.548561885087,0.252124770462,0.256962283818,-0.22464799313,0.344140033789,58519557.3752,0.0724878938037,0.728053515646,0.792614482928,0.704975446176,0.0556568422091,0.0293982620937,0.0666057347458,0.121879847336,-0.49668711231,0.236342989078,0.186245749494,-0.0764883511998,0.236342989078,43935480442.6,Water transportation,Water transportation
31,4840,0.144430405022,0.773638444037,0.835146728562,0.749215062,0.0632264963781,0.0299758443881,0.0791725316157,0.153519440965,-0.467848559338,0.267422692993,0.276848239673,-0.160817536401,0.357555767534,800742640.729,0.144430405022,0.781251290343,0.831475826685,0.763339267909,0.0572068682826,0.0308421165272,0.0681296227375,0.145672604625,-0.426620639383,0.253424072195,0.208294505939,-0.026093220985,0.253424072195,1.29513257359e+11,Truck transportation,Truck transportation
32,4850,0.0830107450676,0.579911861935,0.676000712005,0.546117673044,0.0660569599371,0.0307801914786,0.083030698925,0.189790143977,-0.429490782425,0.30146318469,0.307834447745,-0.13048308547,0.387408067561,169466512.868,0.0830107450676,0.590948226798,0.669825956097,0.565363526929,0.0595287502679,0.0316676734172,0.0711072900621,0.17899511484,-0.389429511296,0.284687459446,0.23917448773,0.000656402115129,0.284687459446,43571533487.1,Transit and ground passenger transportation,Transit and ground passenger transportation
33,4860,0.0539611331974,0.793422314222,0.856174582463,0.76724351286,0.0563773942298,0.0254223768909,0.0713655289214,0.0506833327226,-0.730758700845,0.187282699693,0.18899493707,-0.36873455946,0.287275844865,48664130.525,0.0539611331974,0.80144512323,0.852566698866,0.782462282566,0.0512157385387,0.0265600198348,0.0615015715007,0.0457348430009,-0.65662526887,0.172965258202,0.115682147526,-0.191523458426,0.172965258202,2.02440335869e+11,Pipeline transportation,Pipeline transportation
34,487S,0.0692702504683,0.667432202186,0.753706412046,0.634650169369,0.0614451019058,0.028081535282,0.0775965491177,0.128978578601,-0.566865898112,0.252544080123,0.25588288184,-0.239123341538,0.344507753443,944877471.288,0.0692702504683,0.677840751829,0.748434150357,0.653491330457,0.055527710502,0.0290969258676,0.0665590304258,0.119837747035,-0.512187239305,0.235807132693,0.184353334436,-0.0876367776247,0.235807132693,1.31447122529e+11,Other transportation and support activities,Other transportation and support activities
35,4930,0.0497262141164,0.457709973155,0.573396604074,0.419120124412,0.0683043211468,0.0316492658784,0.0859434155642,0.216447816164,-0.390237617803,0.325137363703,0.330608204759,-0.0994405357717,0.408169480206,81183793.45,0.0497262141164,0.470577713864,0.565741180382,0.440941705289,0.0614057294257,0.0325250245603,0.0734133970739,0.20409064049,-0.352804512673,0.307157299163,0.262430520067,0.0269988380565,0.307157299163,42521816206.5,Warehousing and storage,Warehousing and storage
36,5110,0.168560094148,0.639443537114,0.721534260528,0.610507387548,0.0675635073714,0.0321801526268,0.0845000493511,0.207856399375,-0.367302402518,0.313609868333,0.323268522697,-0.0813026972769,0.398060276925,964681167.869,0.168560094148,0.648879045348,0.716258332643,0.626996343726,0.0609087073678,0.0329610169099,0.0724762278881,0.19759592857,-0.334910270528,0.298198350157,0.256411868275,0.039869225638,0.298198350157,1.03764318832e+11,Publishing industries (including software),Publishing industries (including software)
37,5120,0.0696713892799,0.661933193868,0.744781821817,0.631178681114,0.0622159992448,0.0287069661778,0.0783698050829,0.139771109527,-0.532729015232,0.259919047411,0.265102984599,-0.212126896956,0.350975337345,233695361.65,0.0696713892799,0.671768022861,0.739622827547,0.648816684923,0.05623208321,0.0296843184542,0.0672768169048,0.130862810205,-0.482264114229,0.243960421341,0.194570264305,-0.0661146469729,0.243960421341,45941304638.3,Motion picture and sound recording industries,Motion picture and sound recording industries
38,5130,0.0633476833605,0.686208906019,0.774895586105,0.651249079323,0.0608914310442,0.0276791691066,0.0770343235309,0.121058594251,-0.589643093349,0.247088864528,0.249116807224,-0.25713621316,0.339723723467,9072700090.18,0.0633476833605,0.697168674497,0.7696182148,0.671422308733,0.0550417318049,0.028723475076,0.0660581178933,0.112066550692,-0.531848074915,0.230012329622,0.177151764085,-0.101777783006,0.230012329622,1.22070429991e+12,Broadcasting and telecommunications,Broadcasting and telecommunications
39,5140,0.226904390449,0.77162263556,0.83185527928,0.748236359179,0.0652940545129,0.0312516313396,0.0815898498924,0.180323531763,-0.407926502198,0.289127261829,0.299747082697,-0.113429422482,0.376589902135,2003301350.31,0.226904390449,0.778974191305,0.828208097883,0.761723963293,0.0590055225803,0.0320504109909,0.0701588058129,0.17171490667,-0.372837309713,0.275017074237,0.23242791629,0.0125903003751,0.275017074237,1.0245069865e+11,Information and data processing services,Information and data processing services
40,5220,0.117295800985,0.631598675706,0.717525880751,0.600805642159,0.0663480352879,0.0312768724528,0.0831842149498,0.193344614234,-0.40679027503,0.302752330655,0.310871046041,-0.112530860833,0.388538602703,6407469753.91,0.117295800985,0.641577052395,0.712057665245,0.618389144496,0.0598284282165,0.0321162069336,0.0713235105364,0.183107491967,-0.370024800593,0.286855962028,0.242985429043,0.0146131903166,0.286855962028,7.80610530246e+11,Credit intermediation and related activities,Credit intermediation and related activities
41,5230,0.0932045164991,0.510831817467,0.616399831722,0.475237993979,0.0687617963228,0.0322980431398,0.0862639558575,0.221660822403,-0.362311636327,0.327645023655,0.335061697043,-0.0773558535259,0.410368608759,57429325.6705,0.0932045164991,0.522647908875,0.609451503156,0.495396697846,0.0618570646012,0.0331140264249,0.0737826392723,0.209897930131,-0.32874206946,0.310624602103,0.267812137395,0.044305688371,0.310624602103,1.49859570674e+11,"Securities, commodity contracts, and investments","Securities, commodity contracts, and investments"
42,5240,0.120593145717,0.566161455674,0.661859198383,0.533289778527,0.067751075125,0.0319048627714,0.0849485544907,0.210049436098,-0.379100117599,0.317233820543,0.325142042827,-0.0906326751339,0.40123835407,9310558091.31,0.120593145717,0.576992153743,0.655622157659,0.551955063538,0.0610132858587,0.0327266273124,0.0727435291694,0.198971271755,-0.34447095877,0.300777170326,0.257686399282,0.0329927252406,0.300777170326,2.37221441909e+11,Insurance carriers and related activities,Insurance carriers and related activities
43,5250,0.0286403286415,0.358773177101,0.490012043808,0.3165434049,0.0706092655593,0.0327512064438,0.0888080800646,0.242025822304,-0.343461959961,0.346906272968,0.352459598708,-0.0624489786013,0.427260039073,48058290.2306,0.0286403286415,0.373062685455,0.481166266382,0.340301054284,0.0633618339464,0.0335893503422,0.0757335812739,0.228661928902,-0.309939000064,0.328383321498,0.285200741574,0.0578297476121,0.328383321498,47054941709.8,"Funds, trusts, and other financial vehicles","Funds, trusts, and other financial vehicles"
44,5310,0.00147281777132,0.0194397452388,0.0246505235018,0.0177024868377,0.00298090400037,0.00137925742646,0.00375189193159,-16.9542850066,-30.9012239166,-14.4588674348,-14.3384181945,-24.2284201387,-12.5568766995,1460645684.92,0.0331727457889,0.450901221312,0.547447412668,0.420840799237,0.0603655761165,0.0319385221503,0.0721874195029,0.190376404541,-0.377646711171,0.29539057281,0.24972153285,0.00913115076149,0.29539057281,1.20265677098e+12,Real estate,Real estate
45,5320,0.143817231304,0.82504934538,0.878683829219,0.802335212379,0.0612295594086,0.0288796037257,0.0767673302495,0.125912377666,-0.523566611855,0.244470273859,0.253263413998,-0.204881000608,0.337427312622,322551401.159,0.143817231304,0.831969227932,0.875629790145,0.815565083811,0.0554884474007,0.0297940541029,0.0661436466766,0.119214952538,-0.476804729162,0.231007982446,0.183776190559,-0.0621879983224,0.231007982446,4.08317448599e+11,Rental and leasing services and lessors of intangible assets,Rental and leasing services and lessors of intangible assets
46,5411,0.105971136909,0.556846671545,0.655347575612,0.52283303485,0.0683699477033,0.0322413471925,0.0857111268593,0.217199927778,-0.364707241829,0.323308395009,0.331250736748,-0.0792503683646,0.406565539737,12946526.1556,0.105971136909,0.568031021137,0.648947372896,0.542159845814,0.0615422559395,0.0330473078134,0.0733633302203,0.205856300986,-0.33142464277,0.306684468201,0.264066758263,0.0423762544261,0.306684468201,42110053473.8,Legal services,Legal services
47,5412,0.15792251092,0.673245249806,0.750816523043,0.644978284744,0.0662736989905,0.0314884054681,0.0829449542456,0.192439824316,-0.397339730162,0.300741069454,0.31009808036,-0.105057093774,0.386774798192,141133229.719,0.15792251092,0.682345744692,0.745927937117,0.661154366961,0.0597957885566,0.0322957852566,0.071187416826,0.182661589433,-0.362406879115,0.28549259723,0.242572211009,0.0200923607221,0.28549259723,3.3157786677e+11,"Miscellaneous professional, scientific, and technical services","Miscellaneous professional, scientific, and technical services"
48,5415,0.185491326721,0.640899183901,0.724161296683,0.611179095426,0.069405321693,0.0333369284307,0.0866697469674,0.228877574594,-0.319857649498,0.330793015678,0.341226997587,-0.0437820000872,0.413129285754,47780139.9298,0.185491326721,0.650544066441,0.718849779701,0.628141723324,0.062506253427,0.03405188067,0.0742836109389,0.218103916042,-0.292145958879,0.315273777575,0.27541662739,0.0706273466628,0.315273777575,61555219860.1,Computer systems design and related services,Computer systems design and related services
49,5500,0.0964969780637,0.522228221534,0.625240632536,0.487511713891,0.0679477655226,0.0318199849956,0.0852897350218,0.212336129255,-0.382778778998,0.319965058102,0.327095574026,-0.093541868071,0.403633552229,1017131975.17,0.0964969780637,0.533754685107,0.6184583298,0.507172708856,0.0611552703351,0.0326608348582,0.0729779523593,0.20083102389,-0.347179280354,0.303023246585,0.259409832232,0.0310447719162,0.303023246585,4.01009868025e+11,Management of companies and enterprises,Management of companies and enterprises
50,5610,0.160717568367,0.701160447321,0.773960380803,0.674122314617,0.0653187809092,0.0309699717411,0.0817877844856,0.180633819936,-0.420731034817,0.290847644733,0.300012163137,-0.123555621071,0.378098616729,375718374.423,0.160717568367,0.709801812352,0.769424559426,0.689632673118,0.0589761702039,0.0318002596724,0.0702362489728,0.171302670071,-0.383636500243,0.275816447346,0.232045896491,0.00482301039702,0.275816447346,1.78804281626e+11,Administrative and support services,Administrative and support services
51,5620,0.0560716730191,0.613756441371,0.715162965464,0.57564786622,0.0629978290816,0.0286835712245,0.0796645373569,0.150446915708,-0.533979142819,0.271947067989,0.274223368936,-0.213115534386,0.361523483424,600391957.991,0.0560716730191,0.625922582526,0.708942528559,0.597507923793,0.0568271012262,0.0296929711731,0.0681826295108,0.139963261844,-0.481832173124,0.254004477809,0.203003656001,-0.0658039744452,0.254004477809,98573608042.0,Waste management and remediation services,Waste management and remediation services
52,6100,0.0411911590903,0.414728499901,0.536911943921,0.374712985262,0.0679458673711,0.0310286605522,0.0857474381231,0.212314124895,-0.418043809076,0.323594951995,0.327076775612,-0.121430484425,0.406816840018,3725198394.73,0.0411911590903,0.428171132632,0.528749201027,0.397282325499,0.0610370066115,0.0319653957888,0.0731450757158,0.199282574775,-0.376488509346,0.304615713246,0.257974883899,0.00996418444169,0.304615713246,5.21039801605e+11,Educational services,Educational services
53,6210,0.0771414643894,0.548779158663,0.649941753263,0.513646196848,0.0672952756913,0.0314316341444,0.0845446731733,0.204699000781,-0.399863583224,0.313972154329,0.320571144327,-0.107053030531,0.398377988853,445926186.092,0.0771414643894,0.560306915127,0.643391046219,0.53362318323,0.0605870412689,0.0322912160297,0.0723438982159,0.193335839581,-0.362599660525,0.296914631909,0.252464042329,0.0199537031891,0.296914631909,3.37333073814e+11,Ambulatory health care services,Ambulatory health care services
54,622H,0.0512872903919,0.463499141868,0.578204063862,0.425155881816,0.0674243506459,0.0309468448103,0.0850088013118,0.206221498801,-0.421792763357,0.317717705638,0.321871820534,-0.124395267028,0.401662704081,1123503254.49,0.0512872903919,0.476273495975,0.570621657712,0.44684464239,0.0606179754648,0.0318713315182,0.0725862610616,0.193747491521,-0.380551043966,0.299262207995,0.252845520325,0.00704221687859,0.299262207995,8.92806496746e+11,Hospitals,Health care and social assistance
55,6230,0.0479026086178,0.470034449047,0.583830243721,0.431867517719,0.0672540018644,0.0309252576232,0.0847610099057,0.204210924014,-0.422785237108,0.315723112968,0.320154178373,-0.125180144274,0.399913517278,112354095.89,0.0479026086178,0.482733175848,0.576321504668,0.453466406422,0.0604825590194,0.0318454111292,0.0724017263056,0.191942345531,-0.381674735539,0.297476194261,0.25117269091,0.00623400460847,0.297476194261,89283645904.1,Nursing and residential care facilities,Nursing and residential care facilities
56,6240,0.0549412523648,0.502004925186,0.610344617704,0.465227699222,0.0667565001607,0.0308360044324,0.0840541509291,0.198280319203,-0.426903414041,0.309968640943,0.315087638731,-0.12843691894,0.394867050062,162278722.537,0.0549412523648,0.514182007014,0.603241238262,0.486075058992,0.0600801835384,0.0317451337458,0.0718656599119,0.186530534712,-0.3860392069,0.292235869418,0.246157563943,0.00309486982167,0.292235869418,58510721277.5,Social assistance,Health care and social assistance
57,711A,0.0455613094322,0.620777905849,0.711378997546,0.587862260773,0.0616879254419,0.0280283882747,0.0779561789439,0.132407199357,-0.569836965606,0.255992266607,0.258811966399,-0.241472948536,0.347531690299,58205237.1251,0.0455613094322,0.631392898407,0.705665803824,0.606686827599,0.0557260842811,0.0290685184204,0.0668398110837,0.122970949638,-0.513665036642,0.239017353855,0.187256874377,-0.0886996795531,0.239017353855,1.03925794763e+11,"Performing arts, spectator sports, museums, and related activities","Performing arts, spectator sports, museums, and related activities"
